instance_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,music_genre
46094,34,0.00187,0.685,581029,0.901,0.347,C#,0.0679,-8.455,Major,0.0453,123.007,0.301,Electronic
52152,42,0.0586,0.809,160500,0.27,0.901,G,0.257,-13.723,Minor,0.0781,80.009,0.108,Electronic
20976,66,0.00314,0.307,182576,0.828,0,G#,0.171,-3.37,Minor,0.0967,149.86,0.2,Electronic
52369,40,0.0188,0.761,175681,0.936,0.0171,A,0.339,-2.446,Major,0.241,100.051,0.439,Electronic
76484,39,0.0119,0.68,187272,0.589,0,G,0.0873,-5.919,Minor,0.0283,100.053,0.3,Electronic
61558,35,0.279,0.856,223929,0.828,0.000495,C#,0.104,-4.068,Major,0.275,100.067,0.546,Electronic
30547,25,0.0242,0.449,376500,0.891,0.258,G,0.669,-4.118,Major,0.135,109.953,0.544,Electronic
58596,33,0.0324,0.729,438333,0.574,0.892,A#,0.114,-13.444,Major,0.0457,121.903,0.0593,Electronic
44390,59,0.00929,0.324,200600,0.783,0.0117,C#,0.0888,-4.808,Minor,0.0346,116.704,0.0788,Electronic
63982,31,6.18E-05,0.122,243440,0.921,0.00289,F#,0.202,-5.257,Major,0.104,186.723,0.284,Electronic
85782,29,0.0115,0.733,286710,0.876,0.77,F#,0.199,-3.724,Minor,0.0879,99.971,0.204,Electronic
53803,36,0.552,0.556,244707,0.445,0.755,F#,0.106,-8.702,Minor,0.027,120.071,0.0605,Electronic
56418,30,0.229,0.597,244619,0.832,0.00123,C#,0.585,-5.959,Major,0.182,104.665,0.766,Electronic
89309,38,0.00303,0.599,340187,0.884,0.899,A,0.111,-6.543,Minor,0.108,122.993,0.378,Electronic
60445,41,0.398,0.58,229460,0.494,0.0482,C,0.105,-7.587,Major,0.0696,175.083,0.43,Electronic
90086,48,0.00229,0.736,230400,0.989,0.857,B,0.0744,-3.872,Minor,0.116,125.02,0.215,Electronic
61075,38,0.0219,0.477,173913,0.722,0.000529,G,0.112,-7.669,Major,0.24,85.739,0.257,Electronic
90099,52,0.0636,0.381,284542,0.861,0,F,0.0849,-4.407,Minor,0.0639,150.006,0.296,Electronic
40130,40,0.0664,0.386,196500,0.539,0,F,0.317,-5.303,Major,0.197,79.735,0.234,Electronic
79384,46,0.263,0.642,287440,0.83,0.0032,D,0.0839,-5.903,Major,0.0336,135.982,0.551,Electronic
89944,22,2.84E-05,0.488,207400,0.938,0.0751,G#,0.138,-5.619,Major,0.0404,145.973,0.484,Electronic
55490,39,0.124,0.421,237031,0.705,0.000266,C#,0.135,-6.365,Major,0.0709,76.579,0.16,Electronic
88669,40,0.00488,0.62,198400,0.995,0.019,C#,0.215,-2.353,Major,0.245,150.069,0.535,Electronic
84199,53,0.144,0.427,268800,0.84,2.23E-06,D,0.279,-3.741,Major,0.117,149.951,0.0861,Electronic
37900,33,0.00123,0.68,195209,0.893,0.867,A#,0.0173,-4.761,Minor,0.0484,128.008,0.335,Electronic
79559,30,0.0318,0.769,201290,0.655,0.0189,A#,0.354,-3.942,Major,0.448,154.984,0.681,Electronic
49888,49,0.0422,0.659,459429,0.911,0.873,D,0.111,-9.568,Major,0.0387,131.483,0.0905,Electronic
47236,47,0.261,0.525,295227,0.599,0.021,F#,0.717,-12.666,Major,0.0581,125.976,0.188,Electronic
87326,44,0.591,0.826,308728,0.303,0.496,F#,0.152,-15.485,Minor,0.0603,108.016,0.035,Electronic
26383,46,0.0354,0.616,187826,0.844,0.00234,A,0.236,-4.908,Minor,0.029,92.024,0.183,Electronic
79454,37,0.0613,0.687,192000,0.877,4.10E-05,B,0.367,-3.248,Minor,0.526,145.138,0.353,Electronic
51549,48,0.497,0.343,250613,0.71,1.42E-06,B,0.0308,-4.412,Major,0.0371,138.241,0.391,Electronic
28710,46,0.496,0.691,280049,0.6,0.241,A#,0.222,-6.839,Major,0.0338,126.293,0.238,Electronic
44456,26,0.0241,0.803,423027,0.58,0.762,F,0.0868,-8.389,Minor,0.0287,123.989,0.867,Electronic
31559,34,0.0378,0.536,307200,0.991,0.0197,B,0.584,0.085,Minor,0.205,150.003,0.16,Electronic
54748,31,0.0345,0.738,187329,0.924,6.09E-06,C#,0.319,-3.24,Major,0.119,150.034,0.863,Electronic
75443,41,0.0235,0.893,336373,0.531,0.302,G#,0.268,-11.052,Major,0.253,125.986,0.291,Electronic
79052,24,0.52,0.739,329133,0.523,0.888,B,0.0866,-10.413,Minor,0.0539,150.032,0.897,Electronic
70711,37,0.00907,0.865,160113,0.714,0.772,G,0.187,-6.541,Minor,0.217,90.047,0.764,Electronic
38414,47,0.0165,0.822,474520,0.434,0.00973,E,0.128,-9.516,Minor,0.123,127.299,0.805,Electronic
75245,68,0.00551,0.573,239711,0.807,0.00608,F#,0.109,-2.958,Major,0.06,149.949,0.206,Electronic
36194,42,0.103,0.556,210547,0.481,0.000291,A,0.224,-8.146,Major,0.0236,84.003,0.267,Electronic
25079,34,0.0194,0.678,193533,0.965,0.456,C#,0.0655,-5.428,Minor,0.0866,150.011,0.91,Electronic
30096,35,0.000771,0.564,408347,0.707,0.856,D,0.0677,-10.157,Major,0.0364,120.009,0.643,Electronic
81795,59,0.316,0.526,234487,0.936,0.000384,G#,0.261,-4.576,Major,0.263,81.305,0.283,Electronic
30318,23,0.276,0.697,409400,0.389,0.882,C,0.113,-13.733,Major,0.0412,87.694,0.591,Electronic
73842,51,0.578,0.752,364520,0.498,0.195,G,0.151,-10.805,Major,0.0303,99.991,0.351,Electronic
26558,40,0.000148,0.483,312750,0.927,0.0229,C,0.267,-4.029,Major,0.038,159.991,0.332,Electronic
68648,29,0.0197,0.219,159429,0.933,0.000521,C,0.578,-3.755,Major,0.126,139.882,0.211,Electronic
88485,43,0.000866,0.664,197064,0.973,4.92E-05,F#,0.193,-1.251,Minor,0.0587,99.978,0.525,Electronic
52465,33,0.0745,0.381,209398,0.932,0.00559,F#,0.104,-3.205,Minor,0.129,113.486,0.27,Electronic
86042,44,0.501,0.614,235424,0.604,0.0166,F,0.105,-3.261,Minor,0.0896,131.103,0.428,Electronic
36108,34,4.34E-05,0.722,80000,0.982,0.768,G,0.214,-4.84,Major,0.408,120.033,0.579,Electronic
46674,47,0.08,0.667,298125,0.776,0,F,0.356,-2.368,Minor,0.0631,127.996,0.0703,Electronic
61922,28,0.0114,0.655,329073,0.912,0.792,G,0.124,-9.636,Minor,0.0497,109.992,0.135,Electronic
77206,39,0.153,0.646,316307,0.753,0.0127,G,0.0755,-4.683,Major,0.0387,99.987,0.272,Electronic
62498,30,0.00181,0.594,230842,0.873,0.000704,C#,0.106,-3.633,Major,0.212,149.93,0.385,Electronic
54470,31,0.00408,0.799,100453,0.461,0.908,G,0.106,-11.426,Major,0.182,93.038,0.447,Electronic
85794,42,0.00365,0.57,185600,0.98,0.0175,F#,0.342,-0.464,Major,0.0872,150.017,0.574,Electronic
61731,38,0.022,0.578,211200,0.974,0.000178,C,0.0938,-2.999,Major,0.515,74.97,0.106,Electronic
50981,42,0.122,0.878,330000,0.921,0.0218,A,0.258,-5.162,Major,0.132,127.996,0.487,Electronic
51969,38,0.294,0.62,329093,0.666,0.907,C#,0.18,-11.865,Major,0.11,114.216,0.0367,Electronic
41169,22,0.00495,0.415,460707,0.803,0.784,F,0.102,-8.477,Minor,0.0487,134.885,0.156,Electronic
43344,25,0.0253,0.379,213333,0.792,0.836,C#,0.649,-7.988,Minor,0.0885,179.982,0.0339,Electronic
50836,51,0.213,0.485,183893,0.614,2.10E-06,A#,0.0961,-5.701,Major,0.0411,85.027,0.221,Electronic
46490,32,0.000175,0.734,282467,0.943,0.711,A,0.0819,-1.744,Major,0.0706,130.027,0.533,Electronic
29038,32,0.000256,0.648,313098,0.591,0.904,F,0.0831,-10.573,Minor,0.0348,122.548,0.285,Electronic
88428,42,0.0168,0.762,297547,0.849,0.514,A#,0.087,-8.468,Minor,0.0561,105.008,0.756,Electronic
53678,28,0.0461,0.481,267256,0.783,0,A,0.547,-6.638,Minor,0.079,135.047,0.363,Electronic
70239,38,0.000652,0.636,318560,0.683,0.356,C,0.127,-11.82,Major,0.0352,113.68,0.608,Electronic
45671,35,0.00236,0.588,280726,0.759,0.0159,A,0.409,-5.587,Minor,0.0544,144.953,0.281,Electronic
71516,36,0.00311,0.727,336000,0.83,0.0433,G,0.317,-3.61,Minor,0.0569,123.009,0.3,Electronic
35981,42,0.00134,0.5,268543,0.924,0.653,G#,0.0762,-5.761,Minor,0.0316,128.002,0.524,Electronic
26218,25,0.000333,0.785,431436,0.58,0.856,C#,0.147,-9.419,Major,0.0537,120.997,0.224,Electronic
44951,44,0.75,0.488,331227,0.385,0.81,D,0.132,-12.084,Major,0.0274,76.913,0.144,Electronic
26875,52,0.0155,0.631,184894,0.804,3.15E-06,E,0.092,-5.107,Minor,0.0601,135.092,0.364,Electronic
85165,45,0.136,0.403,204248,0.645,0.000969,F#,0.114,-6.938,Minor,0.0836,78.129,0.151,Electronic
27112,32,0.00556,0.319,306547,0.907,0.184,G#,0.107,-3.164,Major,0.142,111.954,0.556,Electronic
66567,41,0.0305,0.643,267787,0.786,0.359,C#,0.27,-6.891,Major,0.065,125.022,0.527,Electronic
21467,33,0.307,0.626,325803,0.947,0.868,C#,0.105,-12.54,Minor,0.0667,129.999,0.0538,Electronic
49220,41,0.00229,0.485,199541,0.855,0.211,D,0.334,-5.756,Major,0.0374,145.003,0.267,Electronic
82340,33,0.0151,0.591,209000,0.616,1.18E-06,G,0.51,-6.24,Minor,0.0537,150.116,0.109,Electronic
67622,38,0.00362,0.378,217627,0.606,0.84,F#,0.116,-13.003,Major,0.0261,91.875,0.436,Electronic
46152,26,0.00153,0.51,263128,0.751,0.241,G,0.13,-4.551,Major,0.0303,74.995,0.225,Electronic
55540,51,0.00786,0.462,234333,0.677,7.15E-05,F#,0.226,-9.262,Major,0.0327,172.192,0.468,Electronic
58630,31,0.399,0.632,203103,0.55,0.11,G,0.173,-8.735,Minor,0.0324,144.064,0.466,Electronic
42712,30,0.125,0.332,279825,0.722,0.199,C#,0.114,-8.251,Major,0.198,95.701,0.371,Electronic
87741,30,0.00479,0.566,106160,0.368,0.946,F,0.147,-11.116,Major,0.0302,99.999,0.203,Electronic
78693,44,0.224,0.782,279827,0.724,0.0526,A,0.0858,-6.372,Major,0.0439,126.058,0.581,Electronic
47422,28,0.00197,0.653,186726,0.88,0.295,E,0.359,-1.673,Major,0.114,154.971,0.476,Electronic
79843,58,0.103,0.54,230992,0.354,0.956,C#,0.407,-14.947,Major,0.0347,104.934,0.221,Electronic
78906,34,0.132,0.795,426018,0.376,0.87,D,0.079,-14.097,Minor,0.0448,107.985,0.316,Electronic
70146,45,0.0551,0.67,242667,0.702,0.103,F#,0.341,-2.143,Minor,0.0941,90.017,0.122,Electronic
89145,31,0.00115,0.721,264000,0.979,0.603,B,0.288,-2.179,Major,0.0665,140.031,0.265,Electronic
61768,42,0.00798,0.672,522075,0.688,0.861,A,0.194,-9.605,Minor,0.0375,127.003,0.808,Electronic
51315,71,0.0857,0.57,239853,0.763,2.49E-06,C#,0.0932,-4.137,Major,0.0573,150.088,0.43,Electronic
90768,44,0.00661,0.536,225882,0.979,0.834,F#,0.0537,-2.683,Major,0.216,170.073,0.696,Electronic
24699,20,0.475,0.399,221111,0.618,0.362,D,0.135,-7.663,Major,0.0376,143.887,0.132,Electronic
55246,31,0.00236,0.482,270967,0.855,0.517,D,0.223,-4.797,Major,0.0275,92.97,0.245,Electronic
69931,51,0.00763,0.768,423867,0.925,0.903,G,0.108,-8.736,Major,0.0818,127.997,0.542,Electronic
25563,45,0.134,0.661,188800,0.809,2.70E-05,C,0.107,-4.584,Major,0.0248,96.01,0.949,Electronic
38680,37,0.00808,0.76,217600,0.98,0.604,B,0.356,-1.887,Minor,0.0736,150.033,0.622,Electronic
58564,32,0.000739,0.773,247376,0.578,0.701,E,0.0751,-5.31,Minor,0.0711,140.027,0.442,Electronic
46486,27,0.503,0.215,281200,0.699,0.0088,D,0.174,-9.463,Major,0.311,80.186,0.272,Electronic
82284,41,0.0139,0.751,480133,0.61,0.913,F,0.089,-14.946,Major,0.043,125.237,0.0375,Electronic
46238,68,0.00704,0.608,203841,0.536,3.59E-05,G#,0.46,-5.355,Minor,0.0469,112.035,0.167,Electronic
62257,25,0.0106,0.584,253467,0.925,0.0857,D,0.581,-4.09,Minor,0.164,127.984,0.0534,Electronic
67415,33,0.000245,0.732,187619,0.945,0.0518,C#,0.094,-3.379,Major,0.0331,125.982,0.557,Electronic
66253,38,0.000791,0.696,342493,0.853,0.557,A#,0.286,-6.935,Minor,0.041,118.3,0.915,Electronic
62943,42,0.00232,0.711,351093,0.893,0.196,A,0.642,-6.059,Major,0.0781,120.751,0.629,Electronic
73344,37,0.111,0.758,272613,0.638,0.8,G,0.156,-6.426,Major,0.0514,97.925,0.753,Electronic
73878,41,0.000712,0.861,367687,0.574,0.871,A#,0.068,-12.554,Major,0.056,126.984,0.218,Electronic
37767,34,0.0196,0.692,186467,0.935,0.0126,F#,0.399,-6.18,Major,0.048,126.307,0.309,Electronic
34172,27,0.0555,0.831,269667,0.886,0.00169,B,0.651,-4.534,Major,0.135,89.999,0.505,Electronic
24376,34,0.14,0.55,444040,0.846,0.931,A,0.291,-5.766,Major,0.028,120,0.696,Electronic
42889,53,0.0178,0.577,176174,0.784,0.0333,B,0.334,-7.984,Minor,0.0478,149.94,0.464,Electronic
46717,42,0.0944,0.579,198000,0.917,0.0606,D,0.139,-3.076,Major,0.217,160.078,0.502,Electronic
28905,33,0.562,0.765,226313,0.31,8.83E-06,C#,0.119,-10.509,Major,0.0365,130.08,0.302,Electronic
34023,40,0.000212,0.581,1059733,0.887,0.831,A#,0.207,-5.041,Minor,0.0855,110.019,0.122,Electronic
25623,42,0.00147,0.653,200000,0.899,2.87E-06,C#,0.16,-3.152,Major,0.199,144.12,0.286,Electronic
34244,42,0.0157,0.478,212794,0.785,0.0657,F#,0.0695,-5.437,Minor,0.159,140.977,0.532,Electronic
67379,40,0.0504,0.662,310760,0.449,0.869,C,0.21,-11.302,Major,0.0498,92.978,0.497,Electronic
68644,61,0.00539,0.681,212632,0.616,0.00403,C#,0.0635,-9.173,Major,0.0366,113.995,0.121,Electronic
31175,28,0.613,0.647,380842,0.684,0.91,F#,0.636,-13.368,Minor,0.0977,115.659,0.492,Electronic
47402,37,0.0112,0.801,179880,0.738,0.048,C#,0.374,-4.515,Major,0.153,160.186,0.734,Electronic
80874,46,0.00896,0.532,201600,0.937,1.59E-06,A,0.216,-0.937,Minor,0.0686,75.025,0.393,Electronic
36014,42,0.0229,0.707,499258,0.748,0.764,G,0.106,-11.086,Major,0.048,118.023,0.166,Electronic
75523,39,0.00976,0.652,187600,0.981,0,B,0.637,-1.744,Minor,0.332,150.006,0.38,Electronic
60264,43,0.38,0.663,172548,0.632,0.00356,C,0.0993,-8.048,Minor,0.0626,172.951,0.596,Electronic
78699,48,0.0321,0.598,243987,0.743,0.00766,G,0.11,-7.254,Major,0.0263,103.077,0.879,Electronic
45871,43,0.692,0.447,161587,0.343,0.00067,A,0.0689,-8.677,Major,0.029,130.917,0.641,Electronic
23701,46,0.134,0.657,221000,0.46,0.691,C,0.116,-10.6,Minor,0.0545,84.069,0.436,Electronic
54365,32,0.0383,0.702,134400,0.94,0.201,G#,0.349,-3.562,Minor,0.191,150.066,0.511,Electronic
25926,30,0.00409,0.76,280320,0.952,6.01E-05,G,0.0649,-2.132,Major,0.141,124.946,0.859,Electronic
80214,44,0.212,0.602,191041,0.969,0.46,G#,0.702,-3.163,Major,0.316,165.107,0.74,Electronic
77976,53,0.193,0.251,262687,0.768,0.00222,G,0.148,-3.82,Major,0.0901,78.723,0.124,Electronic
67372,49,0.791,0.653,314000,0.341,0.901,G,0.106,-14.029,Major,0.0574,171.973,0.275,Electronic
91559,54,0.606,0.386,239267,0.445,0.000243,B,0.702,-11.713,Minor,0.0377,77.881,0.188,Electronic
36644,51,0.472,0.676,299305,0.54,0.79,C,0.0755,-10.028,Major,0.0356,121.967,0.304,Electronic
39906,42,0.0709,0.661,342651,0.525,0.527,G,0.0839,-9.489,Major,0.0321,82.998,0.277,Electronic
54153,30,0.169,0.572,292400,0.652,0.025,E,0.15,-9.158,Major,0.0296,151.107,0.291,Electronic
26446,29,0.00507,0.598,128587,0.928,0.664,B,0.807,-7.68,Major,0.065,124.988,0.962,Electronic
66450,38,0.802,0.46,278533,0.174,0.0341,F#,0.106,-15.814,Major,0.0266,91.941,0.242,Electronic
25715,22,0.00372,0.405,327429,0.796,0.0378,G,0.0881,-6.436,Major,0.104,140.028,0.0377,Electronic
62474,38,0.00102,0.639,196827,0.67,0.915,G,0.61,-8.759,Major,0.0712,111.374,0.174,Electronic
34245,27,0.228,0.513,280000,0.642,0.000195,G#,0.126,-5.212,Minor,0.331,107.874,0.373,Electronic
62686,30,0.017,0.57,250400,0.75,0.00116,F,0.0681,-5.788,Major,0.0444,98.998,0.221,Electronic
80556,37,0.00312,0.827,285000,0.533,0.446,B,0.314,-7.012,Minor,0.0717,129.995,0.425,Electronic
90494,59,0.0219,0.598,182400,0.594,0.125,F,0.126,-7.233,Minor,0.0386,150.03,0.316,Electronic
85187,43,0.522,0.55,231560,0.58,0.929,F,0.111,-6.71,Minor,0.0289,84.853,0.482,Electronic
42939,40,0.000707,0.791,209455,0.845,0.758,B,0.361,-2.071,Minor,0.0869,109.989,0.167,Electronic
29315,52,0.00652,0.822,225560,0.76,0,A,0.0403,-4.296,Major,0.249,100.006,0.362,Electronic
26177,47,0.123,0.626,196800,0.973,3.03E-06,F#,0.111,-1.173,Major,0.185,149.955,0.496,Electronic
49657,49,0.0694,0.811,203880,0.775,0.000161,F,0.0756,-4.428,Minor,0.0808,101.698,0.619,Electronic
22274,40,0.0429,0.759,480246,0.869,0.93,D,0.583,-9.724,Minor,0.0737,121.995,0.115,Electronic
76691,25,0.0003,0.677,282827,0.979,0.795,C,0.0611,-5.613,Major,0.0784,125.08,0.881,Electronic
44124,27,0.000109,0.134,218760,0.987,0.403,G,0.375,-3.761,Major,0.0966,163.904,0.3,Electronic
30885,31,0.000531,0.518,231168,0.892,6.90E-05,C,0.258,-3.443,Major,0.0447,140.044,0.249,Electronic
72660,33,0.318,0.628,186493,0.569,0.921,A,0.0877,-9.808,Minor,0.0762,197.955,0.485,Electronic
38377,29,0.000712,0.453,297600,0.961,0.544,F,0.315,-6.314,Minor,0.0591,166.001,0.669,Electronic
70820,40,0.466,0.579,340333,0.416,0.851,E,0.135,-10.246,Major,0.0274,86.004,0.191,Electronic
34003,42,0.417,0.82,406800,0.581,0.0256,E,0.49,-12.606,Minor,0.0555,100.006,0.792,Electronic
53381,23,0.611,0.279,234778,0.265,0.905,G,0.0951,-15.082,Minor,0.0332,119.808,0.0598,Electronic
62724,50,0.012,0.528,215613,0.828,0.256,B,0.107,-4.978,Minor,0.0497,169.951,0.249,Electronic
62599,41,0.00204,0.687,232833,0.678,0.0929,A,0.363,-7.134,Minor,0.181,115.979,0.747,Electronic
49716,53,0.0317,0.649,208774,0.942,0.245,G#,0.458,-3.749,Major,0.121,145.083,0.218,Electronic
33556,32,0.00216,0.686,180000,0.922,0.000213,F,0.836,-3.301,Minor,0.348,112.523,0.505,Electronic
83956,37,0.185,0.619,323853,0.953,0.918,A#,0.085,-3.425,Minor,0.0365,112.839,0.507,Electronic
85815,48,0.0163,0.919,328867,0.709,0.138,C#,0.0636,-6.884,Major,0.0634,122.978,0.939,Electronic
73199,30,0.0322,0.633,148625,0.819,0.187,D,0.238,-4.32,Major,0.0481,129.992,0.121,Electronic
53224,32,0.548,0.69,231413,0.418,0.855,C#,0.0963,-14.155,Major,0.0416,120.047,0.412,Electronic
41414,35,0.562,0.559,388200,0.327,0.944,A,0.453,-18.494,Minor,0.0306,112,0.0736,Electronic
22651,39,0.00045,0.686,254118,0.953,0.739,F#,0.0194,-1.86,Major,0.282,170.005,0.426,Electronic
40404,41,0.000992,0.667,260467,0.73,0.536,C#,0.34,-10.049,Minor,0.0421,147.324,0.207,Electronic
86382,42,0.00994,0.628,367453,0.66,0.51,D,0.398,-12.262,Major,0.0437,144.635,0.437,Electronic
34334,23,0.00912,0.844,220360,0.727,0.651,E,0.099,-8.232,Minor,0.109,125.014,0.682,Electronic
74923,39,0.00189,0.367,266632,0.798,0.327,C,0.104,-5.686,Major,0.0542,113.483,0.0381,Electronic
68701,40,0.176,0.366,203363,0.946,0.0118,G,0.0852,-1.189,Major,0.122,84.506,0.299,Electronic
27335,42,0.532,0.647,344893,0.631,0.723,C,0.0896,-9.79,Minor,0.0392,134.002,0.527,Electronic
49518,52,0.0014,0.625,238080,0.989,0.888,F#,0.851,-3.669,Major,0.0492,124.989,0.214,Electronic
83098,27,0.0361,0.659,341000,0.933,1.54E-05,A#,0.0535,-6.711,Minor,0.118,100.47,0.34,Electronic
88172,26,0.00557,0.761,202200,0.616,0.00738,C,0.339,-7.008,Minor,0.0884,99.995,0.32,Electronic
85551,50,0.0011,0.504,134400,0.99,0.00955,A#,0.151,-2.206,Minor,0.387,74.882,0.106,Electronic
45650,40,0.0139,0.806,239491,0.695,4.14E-05,C#,0.105,-6.22,Major,0.0452,128.019,0.73,Electronic
21181,30,0.0144,0.478,330208,0.685,0,A,0.11,-6.975,Minor,0.0609,73.833,0.0626,Electronic
72254,39,0.201,0.61,212933,0.815,0.000152,F,0.0815,-3.982,Minor,0.0397,126.009,0.342,Electronic
47891,49,0.118,0.524,390427,0.853,0.212,E,0.0914,-7.609,Minor,0.0647,105.982,0.138,Electronic
78576,40,0.00399,0.579,241702,0.79,0.135,B,0.101,-4.683,Minor,0.0468,144.998,0.233,Electronic
79969,28,0.0203,0.626,211200,0.859,0.482,G#,0.214,-7.213,Major,0.0436,150.015,0.277,Electronic
48442,33,0.0133,0.65,249609,0.808,0.00114,F#,0.346,-4.394,Major,0.0685,128.008,0.538,Electronic
39793,55,0.287,0.615,217135,0.417,0.862,B,0.215,-15.441,Minor,0.0373,117.982,0.117,Electronic
35995,54,0.0181,0.437,175000,0.819,0,C,0.449,-2.801,Minor,0.107,203.893,0.506,Electronic
78565,35,0.0791,0.422,220507,0.894,0.000101,B,0.159,-2.205,Minor,0.0628,145.027,0.126,Electronic
30837,61,2.84E-05,0.42,252787,0.969,0.00861,C#,0.379,-3.139,Major,0.0581,174.038,0.182,Electronic
90519,51,0.555,0.705,251200,0.21,0.88,F,0.111,-14.007,Minor,0.0288,123.961,0.474,Electronic
40671,47,0.00431,0.56,233624,0.555,0.0216,D,0.189,-7.089,Major,0.0344,140.007,0.105,Electronic
30292,30,0.504,0.35,466000,0.772,0.653,E,0.115,-4.893,Major,0.13,173.926,0.217,Electronic
35843,33,0.879,0.411,353933,0.193,0.889,C,0.0667,-17.017,Major,0.0299,180.171,0.285,Electronic
71171,33,0.099,0.614,226370,0.949,1.22E-06,C#,0.297,-2.332,Major,0.36,150.06,0.259,Electronic
32639,33,0.271,0.476,181827,0.645,0,C,0.168,-8.718,Minor,0.291,140.369,0.475,Electronic
81276,38,0.112,0.793,251560,0.456,0.000416,F,0.311,-10.302,Major,0.264,97.008,0.602,Electronic
32957,39,0.0881,0.685,148992,0.785,0,B,0.101,-6.266,Major,0.481,145.04,0.284,Electronic
73248,42,0.107,0.734,150366,0.804,0.347,C#,0.111,-5.631,Major,0.0304,94.218,0.779,Electronic
79130,34,0.00122,0.707,208126,0.797,0.0058,A#,0.266,-3.249,Minor,0.075,127.94,0.309,Electronic
34062,50,0.000202,0.516,341027,0.884,0.597,F,0.367,-4.953,Minor,0.0379,173.014,0.338,Electronic
91485,31,0.0097,0.721,340918,0.786,0.728,G,0.088,-7.24,Major,0.0482,101.997,0.706,Electronic
23296,33,0.00541,0.724,169600,0.94,0.635,C#,0.312,-3.636,Minor,0.0905,149.923,0.49,Electronic
55635,41,0.00171,0.504,311272,0.852,1.68E-05,A,0.2,-4.897,Minor,0.41,130.017,0.359,Electronic
24771,23,0.000565,0.686,196083,0.934,0.434,B,0.13,-3.652,Major,0.186,150.192,0.116,Electronic
44379,51,0.0141,0.473,227200,0.99,0.0458,E,0.0761,-0.747,Minor,0.365,150.125,0.118,Electronic
89568,39,0.077,0.524,548867,0.717,0.792,D,0.128,-8.631,Major,0.0367,134.992,0.0775,Electronic
84582,42,0.00321,0.701,257128,0.981,0.00405,D,0.0599,-1.759,Major,0.161,150.025,0.625,Electronic
24632,51,0.078,0.698,194696,0.908,0,C#,0.323,-2.897,Minor,0.0531,99.992,0.602,Electronic
53151,45,0.0819,0.638,231724,0.938,0.000389,A#,0.335,-4.012,Major,0.192,144.961,0.504,Electronic
39824,43,0.0227,0.515,251139,0.75,0.691,D#,0.127,-5.678,Minor,0.0884,150.048,0.0572,Electronic
47542,51,0.877,0.249,256348,0.431,0.0233,E,0.567,-11.391,Major,0.0429,199.235,0.426,Electronic
68718,37,0.00395,0.28,296933,0.987,0.435,C#,0.457,-4.685,Major,0.219,137.042,0.105,Electronic
41398,45,0.000399,0.8,416693,0.722,0.902,C#,0.101,-7.854,Minor,0.0861,127.003,0.505,Electronic
54960,50,0.00883,0.492,284493,0.705,0.00823,C#,0.0793,-7.316,Major,0.0358,103.889,0.59,Electronic
68098,34,0.0302,0.557,259200,0.93,0.00322,B,0.139,-3.342,Major,0.16,150.077,0.2,Electronic
48872,33,0.0901,0.523,335787,0.943,0.927,C#,0.361,-7.122,Major,0.036,120.024,0.79,Electronic
22971,50,0.00681,0.731,391000,0.427,0.00567,F,0.161,-10.466,Minor,0.0589,82.208,0.507,Electronic
65141,43,0.0329,0.575,716986,0.838,0.614,A#,0.643,-5.104,Major,0.03,139.941,0.238,Electronic
73093,21,0.00771,0.611,271448,0.946,1.97E-06,C#,0.2,-0.485,Major,0.0686,145.021,0.473,Electronic
33611,37,0.593,0.751,441227,0.468,0.91,F#,0.111,-14.386,Major,0.0481,123.014,0.469,Electronic
72157,39,0.177,0.726,260097,0.803,0.0444,G,0.0984,-5.027,Major,0.0426,127.977,0.414,Electronic
60633,44,0.000202,0.322,136773,0.952,0.219,A,0.0671,-6.925,Major,0.205,161.79,0.257,Electronic
58842,39,0.0281,0.665,137600,0.974,0.177,C,0.0837,-2.015,Major,0.0526,75.025,0.524,Electronic
28241,34,0.00391,0.667,480040,0.736,3.14E-05,D,0.342,-8.463,Major,0.129,122.904,0.522,Electronic
64951,22,2.64E-05,0.369,266920,0.922,0.0114,C,0.147,-3.714,Major,0.0347,159.965,0.14,Electronic
52834,54,0.0209,0.649,231853,0.753,5.81E-05,G#,0.105,-4.875,Major,0.0319,87.99,0.46,Electronic
44506,47,0.000664,0.584,334225,0.66,0,G,0.303,-5.91,Minor,0.0278,113.046,0.508,Electronic
81870,43,0.000396,0.806,396983,0.692,0.884,B,0.506,-8.061,Minor,0.0469,124.034,0.24,Electronic
34316,51,0.308,0.448,198400,0.627,0,A#,0.159,-5.657,Minor,0.047,149.756,0.37,Electronic
30917,28,0.393,0.544,245102,0.707,0.000814,G#,0.345,-5.648,Minor,0.135,147.001,0.505,Electronic
44179,47,0.169,0.231,286827,0.48,0.126,G,0.175,-9.128,Minor,0.0467,50.864,0.284,Electronic
24557,41,0.178,0.83,581807,0.309,0.918,G,0.365,-14.558,Major,0.0686,99.005,0.263,Electronic
57890,33,0.0631,0.555,259200,0.959,0.172,F,0.0935,-2.937,Minor,0.0489,150.08,0.534,Electronic
48949,25,0.0769,0.788,182727,0.96,0.027,D,0.62,-7.847,Major,0.322,176.025,0.43,Electronic
78561,39,0.028,0.811,191943,0.909,0.524,D,0.101,-5.988,Major,0.0679,120.823,0.0614,Electronic
